calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,strict_correct,syntactic_valid,task_id,task_type,timestamp,warnings
,multi_hop_024__unix_epoch,- 57 × 365 + 14 = 20805 + 14 = 20819 days to Jan,,,,instruction_violation,0.00833,False,unix_epoch,0.0,,1817766900,166,4861,anthropic/claude-opus-4.6,large_non_reasoning,{},300,,anthropic/claude-4.6-opus-20260205,"Let me work through this step by step.

1. Product kickoff: August 7, 2027 at 8:15 AM Asia/Tokyo
2. Demo: exactly 1 week later = August 14, 2027 at 8:15 AM Asia/Tokyo
3. QA freeze: 5 days before the demo = August 9, 2027 at 8:15 AM Asia/Tokyo

Now convert August 9, 2027 at 8:15 AM Asia/Tokyo to Unix epoch.

Asia/Tokyo is UTC+9 (no DST).

So August 9, 2027 at 8:15 AM JST = August 8, 2027 at 11:15 PM UTC.

Days from Jan 1, 1970 to August 8, 2027:
- Years 1970-2026: 57 years
- Leap years in 1970-2026: 1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020,2024 = 14 leap years
- 57 × 365 + 14 = 20805 + 14 = 20819 days to Jan ",non_reasoning,0,,,False,False,False,multi_hop_024,multi_hop_reasoning,2026-03-14T18:35:07.316872Z,
True,format_conv_023__javascript_date,Sun Sep 27 2026 12:15:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.00156,True,javascript_date,1.0,,Sun Sep 27 2026 12:15:00 GMT+0000 (Coordinated Universal Time),167,2149,anthropic/claude-opus-4.6,large_non_reasoning,{},29,strict,anthropic/claude-4.6-opus-20260205,Sun Sep 27 2026 12:15:00 GMT+0000 (Coordinated Universal Time),non_reasoning,0,,,True,True,True,format_conv_023,format_conversion,2026-03-14T18:35:07.468386Z,
True,extract_010__natural_language,"Wednesday, April 06, 2022 at 1:10 PM UTC",0.0,,,,0.001715,True,natural_language,0.9743589743589743,,"Wednesday, April 6, 2022 at 1:10 PM UTC",238,2595,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Wednesday, April 06, 2022 at 1:10 PM UTC",non_reasoning,0,,,True,True,True,extract_010,extraction_from_passage,2026-03-14T18:35:08.012338Z,
,temporal_arith_024__python_datetime,2023-08-11 08:35:00+11:00,1800.0,,,timezone_error,0.00132,True,python_datetime,0.92,,2023-08-11 08:35:00+10:30,164,2111,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2023-08-11 08:35:00+11:00,non_reasoning,0,,,False,False,True,temporal_arith_024,temporal_arithmetic,2026-03-14T18:35:08.214335Z,
,format_conv_035__python_datetime,2029-04-01 15:15:00+09:00,0.0,,,,0.001265,True,python_datetime,1.0,,2029-04-01 15:15:00+09:00,153,2413,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2029-04-01 15:15:00+09:00,non_reasoning,0,,,True,True,True,format_conv_035,format_conversion,2026-03-14T18:35:08.321184Z,
True,format_conv_034__javascript_date,Mon Nov 20 2023 15:55:00 GMT+1300 (New Zealand Daylight Time),0.0,,,,0.001575,True,javascript_date,1.0,,Mon Nov 20 2023 15:55:00 GMT+1300 (New Zealand Daylight Time),165,1960,anthropic/claude-opus-4.6,large_non_reasoning,{},30,strict,anthropic/claude-4.6-opus-20260205,Mon Nov 20 2023 15:55:00 GMT+1300 (New Zealand Daylight Time),non_reasoning,0,,,True,True,True,format_conv_034,format_conversion,2026-03-14T18:35:08.744119Z,
,mc_010__python_datetime,A,,,,,0.001375,True,python_datetime,1.0,A,2030-12-11 15:45:00+09:00,255,1704,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""2030-12-11 15:45:00+09:00"", ""B"": ""2030-12-11 15:45:00-09:00"", ""C"": ""2030-12-11T15:45:00+09:00"", ""D"": ""2030-12-12 15:45:00+09:00""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,A,non_reasoning,0,A,2030-12-11 15:45:00+09:00,True,True,True,mc_010,multiple_choice_validation,2026-03-14T18:35:08.828929Z,
,temporal_arith_019__iso_8601,2026-10-30T16:35:00+00:00,0.0,,,,0.00131,True,iso_8601,1.0,,2026-10-30T16:35:00+00:00,162,2254,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-10-30T16:35:00+00:00,non_reasoning,0,,,True,True,True,temporal_arith_019,temporal_arithmetic,2026-03-14T18:35:09.418252Z,
,direct_gen_013__rfc_3339,2020-07-14T08:10:00-05:00,0.0,,,,0.001265,True,rfc_3339,1.0,,2020-07-14T08:10:00-05:00,153,2005,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2020-07-14T08:10:00-05:00,non_reasoning,0,,,True,True,True,direct_gen_013,direct_generation,2026-03-14T18:35:09.474786Z,
,temporal_arith_007__iso_8601,2022-02-28T16:35:00+05:30,0.0,,,,0.00132,True,iso_8601,1.0,,2022-02-28T16:35:00+05:30,164,2159,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2022-02-28T16:35:00+05:30,non_reasoning,0,,,True,True,True,temporal_arith_007,temporal_arithmetic,2026-03-14T18:35:09.478052Z,
,direct_gen_007__iso_8601,2024-03-03T18:50:00+01:00,0.0,,,,0.00126,True,iso_8601,1.0,,2024-03-03T18:50:00+01:00,152,2789,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2024-03-03T18:50:00+01:00,non_reasoning,0,,,True,True,True,direct_gen_007,direct_generation,2026-03-14T18:35:11.005573Z,
,multi_hop_034__iso_8601,2030-07-05T09:00:00+00:00,0.0,,,,0.00144,True,iso_8601,1.0,,2030-07-05T09:00:00+00:00,188,2740,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2030-07-05T09:00:00+00:00,non_reasoning,0,,,True,True,True,multi_hop_034,multi_hop_reasoning,2026-03-14T18:35:11.063134Z,
,format_conv_012__rfc_3339,2030-07-10T15:00:00+00:00,328800.0,,,unknown,0.0012,True,rfc_3339,0.84,,2030-07-14T19:20:00+09:00,140,2780,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2030-07-10T15:00:00+00:00,non_reasoning,0,,,False,False,True,format_conv_012,format_conversion,2026-03-14T18:35:11.611302Z,
,temporal_arith_001__python_datetime,2025-03-09 05:00:00-04:00,3600.0,,,arithmetic_error,0.00131,True,python_datetime,0.96,,2025-03-09 04:00:00-04:00,162,2311,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-03-09 05:00:00-04:00,non_reasoning,0,,,False,False,True,temporal_arith_001,temporal_arithmetic,2026-03-14T18:35:11.730848Z,
True,direct_gen_020__javascript_date,Thu Jul 08 2027 08:15:00 GMT+1000 (Australian Eastern Standard Time),0.0,,,,0.00151,True,javascript_date,1.0,,Thu Jul 08 2027 08:15:00 GMT+1000 (Australian Eastern Standard Time),162,3106,anthropic/claude-opus-4.6,large_non_reasoning,{},28,strict,anthropic/claude-4.6-opus-20260205,Thu Jul 08 2027 08:15:00 GMT+1000 (Australian Eastern Standard Time),non_reasoning,0,,,True,True,True,direct_gen_020,direct_generation,2026-03-14T18:35:11.852206Z,
True,multi_hop_003__rfc_2822,"Thu, 11 Feb 2027 04:30:00 -0800",0.0,,,,0.00392,False,rfc_2822,1.0,,"Thu, 11 Feb 2027 04:30:00 -0800",199,3869,anthropic/claude-opus-4.6,large_non_reasoning,{},117,strict,anthropic/claude-4.6-opus-20260205,"February 9, 2027 is a Tuesday. The next Wednesday is February 10, 2027. The review is at 4:30 PM PST on February 10, 2027. The final sign-off is 12 hours later, which is 4:30 AM PST on February 11, 2027.

America/Los_Angeles in February is PST, which is UTC-8.

Thu, 11 Feb 2027 04:30:00 -0800",non_reasoning,0,,,True,True,True,multi_hop_003,multi_hop_reasoning,2026-03-14T18:35:11.883648Z,
,edge_016__unix_epoch,4107510000,68400.0,,,epoch_conversion_error,0.000865,True,unix_epoch,0.7,,4107578400,133,2514,anthropic/claude-opus-4.6,large_non_reasoning,{},8,strict,anthropic/claude-4.6-opus-20260205,4107510000,non_reasoning,0,,,False,False,True,edge_016,edge_cases,2026-03-14T18:35:11.990529Z,
,direct_gen_001__iso_8601,2023-08-17T17:35:00+12:00,0.0,,,,0.00126,True,iso_8601,1.0,,2023-08-17T17:35:00+12:00,152,3086,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2023-08-17T17:35:00+12:00,non_reasoning,0,,,True,True,True,direct_gen_001,direct_generation,2026-03-14T18:35:12.565433Z,
,mc_011__unix_epoch,A,,,,,0.00104,True,unix_epoch,1.0,A,1870411800,188,1693,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""1870411800"", ""B"": ""1870415400"", ""C"": ""1870498200"", ""D"": ""1870411800000""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,A,non_reasoning,0,A,1870411800,True,True,True,mc_011,multiple_choice_validation,2026-03-14T18:35:12.700503Z,
,mc_024__natural_language,B,,,,,0.001385,True,natural_language,1.0,B,"Monday, December 15, 2025 at 9:55 AM UTC",257,1872,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Monday, December 15, 2025 at 9:55 PM UTC"", ""B"": ""Monday, December 15, 2025 at 9:55 AM UTC"", ""C"": ""Tuesday, December 15, 2025 at 9:55 AM UTC"", ""D"": ""Tuesday, December 16, 2025 at 9:55 AM UTC""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,B,non_reasoning,0,B,"Monday, December 15, 2025 at 9:55 AM UTC",True,True,True,mc_024,multiple_choice_validation,2026-03-14T18:35:13.605408Z,
True,extract_010__rfc_2822,"Wed, 06 Apr 2022 13:10:00 +0000",0.0,,,,0.00176,True,rfc_2822,1.0,,"Wed, 06 Apr 2022 13:10:00 +0000",242,2222,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Wed, 06 Apr 2022 13:10:00 +0000",non_reasoning,0,,,True,True,True,extract_010,extraction_from_passage,2026-03-14T18:35:14.076050Z,
True,direct_gen_032__javascript_date,Fri Jun 01 2029 11:20:00 GMT+1030 (Australian Lord Howe Standard Time),0.0,,,,0.00163,True,javascript_date,0.1707317073170732,,Fri Jun 01 2029 11:20:00 GMT+1030 (+1030),166,2675,anthropic/claude-opus-4.6,large_non_reasoning,{},32,strict,anthropic/claude-4.6-opus-20260205,Fri Jun 01 2029 11:20:00 GMT+1030 (Australian Lord Howe Standard Time),non_reasoning,0,,,True,True,True,direct_gen_032,direct_generation,2026-03-14T18:35:14.288646Z,
,multi_hop_004__iso_8601,2030-11-28T08:15:00+09:00,0.0,,,,0.004435,False,iso_8601,1.0,,2030-11-28T08:15:00+09:00,192,3905,anthropic/claude-opus-4.6,large_non_reasoning,{},139,strict,anthropic/claude-4.6-opus-20260205,"The kickoff is November 12, 2030 at 8:15 AM Asia/Tokyo.

Demo is exactly 3 weeks later: November 12 + 21 days = December 3, 2030 at 8:15 AM Asia/Tokyo.

QA freeze is 5 days before the demo: December 3 - 5 = November 28, 2030 at 8:15 AM Asia/Tokyo.

Asia/Tokyo is UTC+09:00 (no DST).

2030-11-28T08:15:00+09:00",non_reasoning,0,,,True,True,True,multi_hop_004,multi_hop_reasoning,2026-03-14T18:35:14.970007Z,
True,extract_022__javascript_date,Sat Mar 12 2022 17:25:00 GMT+1100 (Lord Howe Standard Time),0.0,,,,0.00204,True,javascript_date,0.41025641025641024,,Sat Mar 12 2022 17:25:00 GMT+1100 (+11),253,3016,anthropic/claude-opus-4.6,large_non_reasoning,{},31,strict,anthropic/claude-4.6-opus-20260205,Sat Mar 12 2022 17:25:00 GMT+1100 (Lord Howe Standard Time),non_reasoning,0,,,True,True,True,extract_022,extraction_from_passage,2026-03-14T18:35:15.009018Z,
,mc_013__python_datetime,B,,,,,0.001385,True,python_datetime,1.0,B,2020-08-11 16:35:00-07:00,257,2485,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""2020-08-11 16:35:00+07:00"", ""B"": ""2020-08-11 16:35:00-07:00"", ""C"": ""2020-08-12 16:35:00-07:00"", ""D"": ""2020-08-11T16:35:00-07:00""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,B,non_reasoning,0,B,2020-08-11 16:35:00-07:00,True,True,True,mc_013,multiple_choice_validation,2026-03-14T18:35:15.052527Z,
,direct_gen_029__python_datetime,2022-11-22 16:30:00+11:00,0.0,,,,0.00125,True,python_datetime,1.0,,2022-11-22 16:30:00+11:00,150,1826,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2022-11-22 16:30:00+11:00,non_reasoning,0,,,True,True,True,direct_gen_029,direct_generation,2026-03-14T18:35:15.432745Z,
True,temporal_arith_003__rfc_2822,"Sun, 30 Mar 2025 04:30:00 +0100",3600.0,,,arithmetic_error,0.001375,True,rfc_2822,0.967741935483871,,"Sun, 30 Mar 2025 03:30:00 +0100",165,1566,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Sun, 30 Mar 2025 04:30:00 +0100",non_reasoning,0,,,False,False,True,temporal_arith_003,temporal_arithmetic,2026-03-14T18:35:15.644442Z,
True,multi_hop_026__javascript_date,Sat Sep 14 2030 09:00:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.004115,False,javascript_date,1.0,,Sat Sep 14 2030 09:00:00 GMT+0000 (Coordinated Universal Time),198,4039,anthropic/claude-opus-4.6,large_non_reasoning,{},125,strict,anthropic/claude-4.6-opus-20260205,"The server was deployed on August 7, 2030 at 9:00 AM UTC. The SSL certificate expires 45 days later, which is September 21, 2030 at 9:00 AM UTC. The reminder fires 7 days before expiry, which is September 14, 2030 at 9:00 AM UTC.

September 14, 2030 is a Saturday.

Sat Sep 14 2030 09:00:00 GMT+0000 (Coordinated Universal Time)",non_reasoning,0,,,True,True,True,multi_hop_026,multi_hop_reasoning,2026-03-14T18:35:15.924341Z,
,temporal_arith_024__iso_8601,2023-08-11T08:35:00+10:30,0.0,,,,0.00133,True,iso_8601,1.0,,2023-08-11T08:35:00+10:30,166,1882,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2023-08-11T08:35:00+10:30,non_reasoning,0,,,True,True,True,temporal_arith_024,temporal_arithmetic,2026-03-14T18:35:16.172171Z,
True,format_conv_028__natural_language,"Friday, August 02, 2030 at 1:20 PM JST",0.0,,,,0.00134,True,natural_language,0.972972972972973,,"Friday, August 2, 2030 at 1:20 PM JST",158,1797,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Friday, August 02, 2030 at 1:20 PM JST",non_reasoning,0,,,True,True,True,format_conv_028,format_conversion,2026-03-14T18:35:16.769426Z,
True,temporal_arith_017__javascript_date,Thu Mar 28 2024 01:20:00 GMT-0700 (Pacific Daylight Time),0.0,,,,0.001595,True,javascript_date,1.0,,Thu Mar 28 2024 01:20:00 GMT-0700 (Pacific Daylight Time),174,2115,anthropic/claude-opus-4.6,large_non_reasoning,{},29,strict,anthropic/claude-4.6-opus-20260205,Thu Mar 28 2024 01:20:00 GMT-0700 (Pacific Daylight Time),non_reasoning,0,,,True,True,True,temporal_arith_017,temporal_arithmetic,2026-03-14T18:35:17.126077Z,
True,edge_028__rfc_2822,"Wed, 02 Apr 2025 11:00:00 -0500",0.0,,,,0.00137,True,rfc_2822,1.0,,"Wed, 02 Apr 2025 11:00:00 -0500",164,2413,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Wed, 02 Apr 2025 11:00:00 -0500",non_reasoning,0,,,True,True,True,edge_028,edge_cases,2026-03-14T18:35:17.848235Z,
,format_conv_017__rfc_3339,2022-09-24T07:15:00+10:00,0.0,,,,0.00126,True,rfc_3339,1.0,,2022-09-24T07:15:00+10:00,152,2369,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2022-09-24T07:15:00+10:00,non_reasoning,0,,,True,True,True,format_conv_017,format_conversion,2026-03-14T18:35:18.015715Z,
,temporal_arith_019__python_datetime,2026-10-30 16:35:00+00:00,0.0,,,,0.0013,True,python_datetime,1.0,,2026-10-30 16:35:00+00:00,160,2976,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-10-30 16:35:00+00:00,non_reasoning,0,,,True,True,True,temporal_arith_019,temporal_arithmetic,2026-03-14T18:35:18.030161Z,
,temporal_arith_005__unix_epoch,- Total days = 18628 + 345 =,,,,instruction_violation,0.00818,False,unix_epoch,0.0,,1639186800,136,6030,anthropic/claude-opus-4.6,large_non_reasoning,{},300,,anthropic/claude-4.6-opus-20260205,"Let me calculate this step by step.

November 20, 2021 at 12:40 PM in Australia/Sydney timezone.

November 20, 2021 12:40 PM AEDT (UTC+11) = November 20, 2021 01:40 AM UTC

3 weeks later = December 11, 2021 12:40 PM AEDT (UTC+11) = December 11, 2021 01:40 AM UTC

Now converting to Unix epoch:

From Jan 1, 1970 to December 11, 2021:
- Years 1970-2020: 51 years
- Days: 51*365 + leap years (1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020) = 13 leap years
- 51*365 + 13 = 18615 + 13 = 18628 days to Jan 1, 2021
- Jan 1 to Dec 11, 2021: 31+28+31+30+31+30+31+31+30+31+11 = 345 days
- Total days = 18628 + 345 =",non_reasoning,0,,,False,False,False,temporal_arith_005,temporal_arithmetic,2026-03-14T18:35:18.732442Z,
,temporal_arith_037__iso_8601,2024-08-30T22:25:00+09:00,0.0,,,,0.00131,True,iso_8601,1.0,,2024-08-30T22:25:00+09:00,162,2378,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2024-08-30T22:25:00+09:00,non_reasoning,0,,,True,True,True,temporal_arith_037,temporal_arithmetic,2026-03-14T18:35:19.149702Z,
True,direct_gen_007__natural_language,"Sunday, March 03, 2024 at 6:50 PM CET",0.0,,,,0.001305,True,natural_language,0.9722222222222222,,"Sunday, March 3, 2024 at 6:50 PM CET",151,1794,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Sunday, March 03, 2024 at 6:50 PM CET",non_reasoning,0,,,True,True,True,direct_gen_007,direct_generation,2026-03-14T18:35:19.644197Z,
,extract_024__python_datetime,2030-03-28 20:20:00-04:00,228048900.0,,,extraction_error,0.001695,True,python_datetime,0.6,,2023-01-05 13:25:00+00:00,239,2827,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2030-03-28 20:20:00-04:00,non_reasoning,0,,,False,False,True,extract_024,extraction_from_passage,2026-03-14T18:35:19.954621Z,
,multi_hop_027__rfc_3339,2027-02-15T22:30:00-08:00,0.0,,,,0.004485,False,rfc_3339,1.0,,2027-02-15T22:30:00-08:00,197,4117,anthropic/claude-opus-4.6,large_non_reasoning,{},140,strict,anthropic/claude-4.6-opus-20260205,"February 12, 2027 is a Friday. The next Monday is February 15, 2027.

The follow-up review is on February 15, 2027 at 4:30 PM America/Los_Angeles. In February, Los_Angeles is in PST (UTC-8).

The final sign-off is 6 hours after the review: 4:30 PM + 6 hours = 10:30 PM, still on February 15, 2027, still PST (UTC-8).

2027-02-15T22:30:00-08:00",non_reasoning,0,,,True,True,True,multi_hop_027,multi_hop_reasoning,2026-03-14T18:35:20.043156Z,
,edge_012__python_datetime,2026-03-13 12:00:00-07:00,0.0,,,,0.00122,True,python_datetime,1.0,,2026-03-13 12:00:00-07:00,144,2144,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-03-13 12:00:00-07:00,non_reasoning,0,,,True,True,True,edge_012,edge_cases,2026-03-14T18:35:20.176512Z,
,edge_033__rfc_3339,2028-01-01T01:30:00+00:00,0.0,,,,0.0013,True,rfc_3339,1.0,,2028-01-01T01:30:00+00:00,160,1776,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2028-01-01T01:30:00+00:00,non_reasoning,0,,,True,True,True,edge_033,edge_cases,2026-03-14T18:35:20.510595Z,
,temporal_arith_027__python_datetime,- July: 31 days,,,,instruction_violation,0.00832,False,python_datetime,0.12,,2031-12-02 06:55:00+11:00,164,4927,anthropic/claude-opus-4.6,large_non_reasoning,{},300,,anthropic/claude-4.6-opus-20260205,"I need to find the date and time exactly 65 weeks after September 3, 2030 at 6:55 AM in Australia/Lord_Howe timezone.

First, let me calculate 65 weeks = 455 days after September 3, 2030.

September 3, 2030 + 455 days:

- September 3 to September 30: 27 days remaining in September
- 455 - 27 = 428 days remaining after September 30
- October: 31 days → 428 - 31 = 397
- November: 30 days → 397 - 30 = 367
- December: 31 days → 367 - 31 = 336
- January 2031: 31 days → 336 - 31 = 305
- February 2031: 28 days → 305 - 28 = 277
- March: 31 days → 277 - 31 = 246
- April: 30 days → 246 - 30 = 216
- May: 31 days → 216 - 31 = 185
- June: 30 days → 185 - 30 = 155
- July: 31 days",non_reasoning,0,,,False,False,False,temporal_arith_027,temporal_arithmetic,2026-03-14T18:35:21.101097Z,
,edge_023__rfc_3339,2032-02-29T08:00:00+00:00,0.0,,,,0.0013,True,rfc_3339,1.0,,2032-02-29T08:00:00+00:00,160,1567,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2032-02-29T08:00:00+00:00,non_reasoning,0,,,True,True,True,edge_023,edge_cases,2026-03-14T18:35:21.213091Z,
,format_conv_029__iso_8601,2026-07-08T12:40:00+02:00,0.0,,,,0.00127,True,iso_8601,1.0,,2026-07-08T12:40:00+02:00,154,2262,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-07-08T12:40:00+02:00,non_reasoning,0,,,True,True,True,format_conv_029,format_conversion,2026-03-14T18:35:21.413334Z,
,extract_007__rfc_3339,2025-10-10T11:00:00+13:00,0.0,,,,0.0017,True,rfc_3339,1.0,,2025-10-10T11:00:00+13:00,240,1914,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-10-10T11:00:00+13:00,non_reasoning,0,,,True,True,True,extract_007,extraction_from_passage,2026-03-14T18:35:21.870951Z,
True,edge_014__natural_language,"Tuesday, February 29, 2028 at 9:00 AM UTC",0.0,,,,0.001255,True,natural_language,1.0,,"Tuesday, February 29, 2028 at 9:00 AM UTC",146,1949,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Tuesday, February 29, 2028 at 9:00 AM UTC",non_reasoning,0,,,True,True,True,edge_014,edge_cases,2026-03-14T18:35:22.127805Z,
